"","Month","Series_ID","Title","Employed"
"59894",2004 May,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",571.8
"59895",2004 Jun,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",569.6
"59896",2004 Jul,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",566.2
"59897",2004 Aug,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",577.9
"59898",2004 Sep,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",592.6
"59899",2004 Oct,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",595
"59900",2004 Nov,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",619
"59901",2004 Dec,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",641.9
"59902",2005 Jan,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",599.2
"59903",2005 Feb,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",577.8
"59904",2005 Mar,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",577.7
"59905",2005 Apr,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",577.6
"59906",2005 May,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",582.6
"59907",2005 Jun,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",583.6
"59908",2005 Jul,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",584.3
"59909",2005 Aug,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",594.3
"59910",2005 Sep,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",596.1
"59911",2005 Oct,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",607.1
"59912",2005 Nov,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",635.1
"59913",2005 Dec,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",659.1
"59914",2006 Jan,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",614.8
"59915",2006 Feb,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",596.3
"59916",2006 Mar,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",592.8
"59917",2006 Apr,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",589.6
"59918",2006 May,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",590.7
"59919",2006 Jun,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",590.1
"59920",2006 Jul,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",583.2
"59921",2006 Aug,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",597.5
"59922",2006 Sep,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",595.3
"59923",2006 Oct,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",602.8
"59924",2006 Nov,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",647.6
"59925",2006 Dec,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",671
"59926",2007 Jan,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",631.8
"59927",2007 Feb,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",608.9
"59928",2007 Mar,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",603.9
"59929",2007 Apr,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",603.1
"59930",2007 May,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",607.3
"59931",2007 Jun,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",604
"59932",2007 Jul,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",606
"59933",2007 Aug,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",617.6
"59934",2007 Sep,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",626.1
"59935",2007 Oct,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",626.2
"59936",2007 Nov,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",664.8
"59937",2007 Dec,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",679.6
"59938",2008 Jan,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",648.8
"59939",2008 Feb,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",619.8
"59940",2008 Mar,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",606.7
"59941",2008 Apr,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",595.7
"59942",2008 May,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",603.4
"59943",2008 Jun,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",602.6
"59944",2008 Jul,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",597.4
"59945",2008 Aug,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",620.5
"59946",2008 Sep,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",623.3
"59947",2008 Oct,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",630.5
"59948",2008 Nov,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",650.3
"59949",2008 Dec,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",663.8
"59950",2009 Jan,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",619.2
"59951",2009 Feb,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",586.9
"59952",2009 Mar,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",579.3
"59953",2009 Apr,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",573.4
"59954",2009 May,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",575.7
"59955",2009 Jun,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",572
"59956",2009 Jul,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",567.8
"59957",2009 Aug,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",585.1
"59958",2009 Sep,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",595.9
"59959",2009 Oct,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",578.8
"59960",2009 Nov,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",608.2
"59961",2009 Dec,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",628.3
"59962",2010 Jan,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",591.7
"59963",2010 Feb,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",574.4
"59964",2010 Mar,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",562.7
"59965",2010 Apr,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",561.1
"59966",2010 May,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",560.9
"59967",2010 Jun,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",562.2
"59968",2010 Jul,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",557.8
"59969",2010 Aug,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",574.4
"59970",2010 Sep,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",574.8
"59971",2010 Oct,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",578
"59972",2010 Nov,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",614.1
"59973",2010 Dec,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",636.5
"59974",2011 Jan,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",591.3
"59975",2011 Feb,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",568
"59976",2011 Mar,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",562.6
"59977",2011 Apr,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",559.8
"59978",2011 May,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",561.1
"59979",2011 Jun,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",561.4
"59980",2011 Jul,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",568
"59981",2011 Aug,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",583.7
"59982",2011 Sep,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",582.9
"59983",2011 Oct,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",575.7
"59984",2011 Nov,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",607.9
"59985",2011 Dec,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",611.8
"59986",2012 Jan,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",569.1
"59987",2012 Feb,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",562.1
"59988",2012 Mar,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",559.9
"59989",2012 Apr,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",563.3
"59990",2012 May,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",572.4
"59991",2012 Jun,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",576.8
"59992",2012 Jul,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",574.8
"59993",2012 Aug,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",588.6
"59994",2012 Sep,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",585.6
"59995",2012 Oct,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",583.4
"59996",2012 Nov,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",623.2
"59997",2012 Dec,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",626.6
"59998",2013 Jan,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",596.1
"59999",2013 Feb,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",580.1
"60000",2013 Mar,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",570.8
"60001",2013 Apr,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",570.7
"60002",2013 May,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",576.3
"60003",2013 Jun,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",581.7
"60004",2013 Jul,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",585.4
"60005",2013 Aug,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",600.6
"60006",2013 Sep,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",603.1
"60007",2013 Oct,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",615.7
"60008",2013 Nov,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",665.3
"60009",2013 Dec,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",684.4
"60010",2014 Jan,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",613.1
"60011",2014 Feb,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",588.8
"60012",2014 Mar,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",591.9
"60013",2014 Apr,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",593.6
"60014",2014 May,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",598.2
"60015",2014 Jun,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",598.5
"60016",2014 Jul,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",596.3
"60017",2014 Aug,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",607.9
"60018",2014 Sep,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",616.2
"60019",2014 Oct,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",632.2
"60020",2014 Nov,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",686.4
"60021",2014 Dec,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",702.5
"60022",2015 Jan,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",629.8
"60023",2015 Feb,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",610.9
"60024",2015 Mar,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",609.3
"60025",2015 Apr,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",608.6
"60026",2015 May,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",606.2
"60027",2015 Jun,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",603.5
"60028",2015 Jul,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",607.6
"60029",2015 Aug,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",608
"60030",2015 Sep,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",610.1
"60031",2015 Oct,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",617.9
"60032",2015 Nov,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",679.7
"60033",2015 Dec,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",687.2
"60034",2016 Jan,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",627.6
"60035",2016 Feb,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",610.2
"60036",2016 Mar,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",610.1
"60037",2016 Apr,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",603.8
"60038",2016 May,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",603.6
"60039",2016 Jun,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",601.2
"60040",2016 Jul,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",603.6
"60041",2016 Aug,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",608.9
"60042",2016 Sep,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",605.1
"60043",2016 Oct,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",612.5
"60044",2016 Nov,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",669.4
"60045",2016 Dec,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",688.2
"60046",2017 Jan,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",621.1
"60047",2017 Feb,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",592.6
"60048",2017 Mar,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",582.1
"60049",2017 Apr,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",581.3
"60050",2017 May,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",581.9
"60051",2017 Jun,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",583.9
"60052",2017 Jul,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",588.2
"60053",2017 Aug,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",593.9
"60054",2017 Sep,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",594.1
"60055",2017 Oct,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",607.1
"60056",2017 Nov,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",673.5
"60057",2017 Dec,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",676.9
"60058",2018 Jan,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",599.9
"60059",2018 Feb,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",579.1
"60060",2018 Mar,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",573.2
"60061",2018 Apr,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",577.6
"60062",2018 May,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",582.8
"60063",2018 Jun,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",582.7
"60064",2018 Jul,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",552.3
"60065",2018 Aug,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",559
"60066",2018 Sep,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",555.8
"60067",2018 Oct,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",559.2
"60068",2018 Nov,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",591.5
"60069",2018 Dec,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",596.5
"60070",2019 Jan,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",568.2
"60071",2019 Feb,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",547
"60072",2019 Mar,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",546.5
"60073",2019 Apr,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",542.5
"60074",2019 May,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",538.4
"60075",2019 Jun,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",544
"60076",2019 Jul,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",546.2
"60077",2019 Aug,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",558.6
"60078",2019 Sep,"CEU4245100001","Retail Trade: Sporting Goods, Hobby, Book, and Music Stores",550.2
"60079",1939 Jan,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60080",1939 Feb,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60081",1939 Mar,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60082",1939 Apr,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60083",1939 May,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60084",1939 Jun,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60085",1939 Jul,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60086",1939 Aug,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60087",1939 Sep,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60088",1939 Oct,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60089",1939 Nov,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60090",1939 Dec,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60091",1940 Jan,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60092",1940 Feb,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60093",1940 Mar,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60094",1940 Apr,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60095",1940 May,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60096",1940 Jun,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60097",1940 Jul,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60098",1940 Aug,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60099",1940 Sep,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60100",1940 Oct,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60101",1940 Nov,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60102",1940 Dec,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60103",1941 Jan,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60104",1941 Feb,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60105",1941 Mar,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60106",1941 Apr,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60107",1941 May,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60108",1941 Jun,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60109",1941 Jul,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60110",1941 Aug,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60111",1941 Sep,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60112",1941 Oct,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60113",1941 Nov,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60114",1941 Dec,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60115",1942 Jan,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60116",1942 Feb,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60117",1942 Mar,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60118",1942 Apr,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60119",1942 May,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60120",1942 Jun,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60121",1942 Jul,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60122",1942 Aug,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60123",1942 Sep,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60124",1942 Oct,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60125",1942 Nov,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60126",1942 Dec,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60127",1943 Jan,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60128",1943 Feb,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60129",1943 Mar,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60130",1943 Apr,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60131",1943 May,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60132",1943 Jun,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60133",1943 Jul,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60134",1943 Aug,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60135",1943 Sep,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60136",1943 Oct,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60137",1943 Nov,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60138",1943 Dec,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60139",1944 Jan,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60140",1944 Feb,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60141",1944 Mar,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60142",1944 Apr,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60143",1944 May,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60144",1944 Jun,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60145",1944 Jul,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60146",1944 Aug,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60147",1944 Sep,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60148",1944 Oct,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60149",1944 Nov,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60150",1944 Dec,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60151",1945 Jan,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60152",1945 Feb,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60153",1945 Mar,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60154",1945 Apr,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60155",1945 May,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60156",1945 Jun,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60157",1945 Jul,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60158",1945 Aug,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60159",1945 Sep,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60160",1945 Oct,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60161",1945 Nov,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60162",1945 Dec,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60163",1946 Jan,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60164",1946 Feb,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60165",1946 Mar,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60166",1946 Apr,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60167",1946 May,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60168",1946 Jun,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60169",1946 Jul,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60170",1946 Aug,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60171",1946 Sep,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60172",1946 Oct,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60173",1946 Nov,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60174",1946 Dec,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60175",1947 Jan,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60176",1947 Feb,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60177",1947 Mar,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60178",1947 Apr,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
"60179",1947 May,"CEU4245200001","Retail Trade: General Merchandise Stores",NA
